Facility,Date,Year,Season,Month,Day_Name,Is_Holiday,Holiday_Name,Total_Violations,Avg_WindSpeed,Avg_Precipitation,Avg_Snowfall,Avg_SnowDepth,Avg_Temperature_Max,Avg_Temperature_Min,Total_Traffic
GWB Lower,12/20/2016,2016,Winter,12,Tuesday,0,NA,2879,3.13,0,0,0,33,20,62907
GWB Lower,12/21/2016,2016,Winter,12,Wednesday,0,NA,2782,2.91,0,0,0,40,30,61699
GWB Lower,12/22/2016,2016,Winter,12,Thursday,0,NA,3209,6.26,0,0,0,49,37,63402
GWB Lower,12/23/2016,2016,Winter,12,Friday,0,NA,3830,6.49,0,0,0,47,38,64575
GWB Lower,12/24/2016,2016,Winter,12,Saturday,0,NA,3297,4.92,0,0,0,47,38,51910
GWB Lower,12/25/2016,2016,Winter,12,Sunday,0,NA,3203,6.26,0,0,0,50,36,54893
GWB Lower,12/26/2016,2016,Winter,12,Monday,1,Christmas Day,2902,6.49,0,0,0,50,33,57930
GWB Lower,12/27/2016,2016,Winter,12,Tuesday,0,NA,3172,7.16,0,0,0,60,40,64196
GWB Lower,12/28/2016,2016,Winter,12,Wednesday,0,NA,2903,5.14,0,0,0,40,34,63156
GWB Lower,12/29/2016,2016,Winter,12,Thursday,0,NA,2784,5.37,0,0,0,46,33,58493
GWB Lower,12/30/2016,2016,Winter,12,Friday,0,NA,3217,9.4,0,0,0,40,33,61773
GWB Lower,12/31/2016,2016,Winter,12,Saturday,0,NA,3088,6.93,0,0,0,44,31,48069
GWB Lower,1/1/2017,2017,Winter,1,Sunday,0,NA,3247,5.59,0,0,0,48,40,51863
GWB Lower,1/2/2017,2017,Winter,1,Monday,1,New Year's Day,2397,9.17,0,0,0,41,37,47369
GWB Lower,1/3/2017,2017,Winter,1,Tuesday,0,NA,2277,10.74,1,0,0,43,39,51749
GWB Lower,1/4/2017,2017,Winter,1,Wednesday,0,NA,2362,8.05,0,0,0,52,34,55175
GWB Lower,1/5/2017,2017,Winter,1,Thursday,0,NA,2231,7.83,0,0,0,34,27,55337
GWB Lower,1/6/2017,2017,Winter,1,Friday,0,NA,2227,4.7,0,1,1,33,25,51630
GWB Lower,1/7/2017,2017,Winter,1,Saturday,0,NA,2150,7.61,0,5,0,26,20,35238
GWB Lower,1/8/2017,2017,Winter,1,Sunday,0,NA,2025,8.72,0,0,4,25,16,39566
GWB Lower,1/9/2017,2017,Winter,1,Monday,0,NA,2470,5.14,0,0,3,23,14,51942
GWB Lower,1/10/2017,2017,Winter,1,Tuesday,0,NA,2245,4.7,0,0,3,46,21,55068
GWB Lower,1/11/2017,2017,Winter,1,Wednesday,0,NA,2286,5.82,1,0,0,52,42,56947
GWB Lower,1/12/2017,2017,Winter,1,Thursday,0,NA,2589,7.61,0,0,0,66,47,58671
GWB Lower,1/13/2017,2017,Winter,1,Friday,0,NA,2874,7.16,0,0,0,62,32,56742
GWB Lower,1/14/2017,2017,Winter,1,Saturday,0,NA,2666,4.25,0,1,0,34,28,48924
GWB Lower,1/15/2017,2017,Winter,1,Sunday,0,NA,2558,4.25,0,0,1,38,30,49909
GWB Lower,1/16/2017,2017,Winter,1,Monday,1,Martin Luther King Jr. Day,2394,4.7,0,0,0,43,30,56953
GWB Lower,1/17/2017,2017,Winter,1,Tuesday,0,NA,2092,4.92,0,0,0,42,38,53054
GWB Lower,1/18/2017,2017,Winter,1,Wednesday,0,NA,2263,5.82,0,0,0,41,38,55726
GWB Lower,1/19/2017,2017,Winter,1,Thursday,0,NA,2377,3.58,0,0,0,49,39,56286
GWB Lower,1/20/2017,2017,Winter,1,Friday,0,NA,2427,4.03,0,0,0,45,40,54728
GWB Lower,1/21/2017,2017,Winter,1,Saturday,0,NA,2813,3.8,0,0,0,49,41,49743
GWB Lower,1/22/2017,2017,Winter,1,Sunday,0,NA,2546,6.71,0,0,0,48,43,48650
GWB Lower,1/23/2017,2017,Winter,1,Monday,0,NA,2296,18.34,1,0,0,44,36,47717
GWB Lower,1/24/2017,2017,Winter,1,Tuesday,0,NA,2200,10.07,1,0,0,38,35,49317
GWB Lower,1/25/2017,2017,Winter,1,Wednesday,0,NA,2409,6.71,0,0,0,51,36,55068
GWB Lower,1/26/2017,2017,Winter,1,Thursday,0,NA,2210,6.71,0,0,0,56,43,53246
GWB Lower,1/27/2017,2017,Winter,1,Friday,0,NA,2611,8.95,0,0,0,43,36,57362
GWB Lower,1/28/2017,2017,Winter,1,Saturday,0,NA,2886,7.83,0,0,0,39,34,50688
GWB Lower,1/29/2017,2017,Winter,1,Sunday,0,NA,2771,5.82,0,0,0,43,35,49557
GWB Lower,1/30/2017,2017,Winter,1,Monday,0,NA,2409,6.26,0,0,0,37,30,52501
GWB Lower,1/31/2017,2017,Winter,1,Tuesday,0,NA,2477,4.03,0,1,0,34,26,49715
GWB Lower,2/1/2017,2017,Winter,2,Wednesday,0,NA,2432,5.82,0,0,0,47,33,54060
GWB Lower,2/2/2017,2017,Winter,2,Thursday,0,NA,2699,5.37,0,0,0,45,32,58611
GWB Lower,2/3/2017,2017,Winter,2,Friday,0,NA,2787,6.71,0,0,0,33,26,57583
GWB Lower,2/4/2017,2017,Winter,2,Saturday,0,NA,2945,8.5,0,0,0,34,22,49838
GWB Lower,2/5/2017,2017,Winter,2,Sunday,0,NA,2832,7.16,0,0,0,43,31,45637
GWB Lower,2/6/2017,2017,Winter,2,Monday,0,NA,2834,5.14,0,0,0,49,36,54658
GWB Lower,2/7/2017,2017,Winter,2,Tuesday,0,NA,2255,6.71,0,0,0,42,36,51447
GWB Lower,2/8/2017,2017,Winter,2,Wednesday,0,NA,2592,4.7,0,0,0,62,38,59346
GWB Lower,2/9/2017,2017,Winter,2,Thursday,0,NA,1336,12.3,1,9,2,44,19,18372
GWB Lower,2/10/2017,2017,Winter,2,Friday,0,NA,2967,8.5,0,0,8,32,19,53788
GWB Lower,2/11/2017,2017,Winter,2,Saturday,0,NA,2517,4.03,0,0,5,48,30,47076
GWB Lower,2/12/2017,2017,Winter,2,Sunday,0,NA,3024,7.16,0,0,2,40,30,43385
GWB Lower,2/13/2017,2017,Winter,2,Monday,0,NA,2337,12.3,0,0,2,39,31,52717
GWB Lower,2/14/2017,2017,Winter,2,Tuesday,0,NA,1959,5.37,0,0,2,41,28,53385
GWB Lower,2/15/2017,2017,Winter,2,Wednesday,0,NA,1730,6.49,0,0,0,47,35,52350
GWB Lower,2/16/2017,2017,Winter,2,Thursday,0,NA,1885,10.51,0,0,0,35,28,54298
GWB Lower,2/17/2017,2017,Winter,2,Friday,0,NA,2396,8.5,0,0,0,41,26,61473
GWB Lower,2/18/2017,2017,Winter,2,Saturday,0,NA,2044,5.82,0,0,0,63,35,47294
GWB Lower,2/19/2017,2017,Winter,2,Sunday,0,NA,2920,5.59,0,0,0,65,53,51589
GWB Lower,2/20/2017,2017,Winter,2,Monday,1,Presidents' Day,2358,7.38,0,0,0,55,39,54768
GWB Lower,2/21/2017,2017,Winter,2,Tuesday,0,NA,2387,5.82,0,0,0,47,34,57805
GWB Lower,2/22/2017,2017,Winter,2,Wednesday,0,NA,2436,2.91,0,0,0,57,42,56731
GWB Lower,2/23/2017,2017,Winter,2,Thursday,0,NA,2341,3.58,0,0,0,65,44,56061
GWB Lower,2/24/2017,2017,Winter,2,Friday,0,NA,2542,6.04,0,0,0,70,58,59750
GWB Lower,2/25/2017,2017,Winter,2,Saturday,0,NA,1822,6.71,1,0,0,63,44,45789
GWB Lower,2/26/2017,2017,Winter,2,Sunday,0,NA,1760,8.95,0,0,0,44,36,47797
GWB Lower,2/27/2017,2017,Winter,2,Monday,0,NA,2348,5.59,0,0,0,54,35,55643
GWB Lower,2/28/2017,2017,Winter,2,Tuesday,0,NA,2232,4.03,0,0,0,59,47,55652
GWB Lower,3/1/2017,2017,Spring,3,Wednesday,0,NA,2282,6.04,0,0,0,70,54,51938
GWB Lower,3/2/2017,2017,Spring,3,Thursday,0,NA,2613,11.41,0,0,0,64,35,60267
GWB Lower,3/3/2017,2017,Spring,3,Friday,0,NA,2808,8.28,0,0,0,39,24,59839
GWB Lower,3/4/2017,2017,Spring,3,Saturday,0,NA,2662,8.95,0,0,0,30,17,50643
GWB Lower,3/5/2017,2017,Spring,3,Sunday,0,NA,2631,5.37,0,0,0,37,14,50980
GWB Lower,3/6/2017,2017,Spring,3,Monday,0,NA,2449,3.36,0,0,0,45,26,53102
GWB Lower,3/7/2017,2017,Spring,3,Tuesday,0,NA,2539,4.25,0,0,0,56,42,59737
GWB Lower,3/8/2017,2017,Spring,3,Wednesday,0,NA,2350,7.61,0,0,0,59,47,56385
GWB Lower,3/9/2017,2017,Spring,3,Thursday,0,NA,2742,8.72,0,0,0,61,47,62037
GWB Lower,3/10/2017,2017,Spring,3,Friday,0,NA,3312,7.61,0,2,0,47,23,54292
GWB Lower,3/11/2017,2017,Spring,3,Saturday,0,NA,2896,9.62,0,0,1,29,17,52718
GWB Lower,3/12/2017,2017,Spring,3,Sunday,0,NA,2774,8.95,0,0,0,29,19,52156
GWB Lower,3/13/2017,2017,Spring,3,Monday,0,NA,2851,4.47,0,0,0,36,20,63876
GWB Lower,3/14/2017,2017,Spring,3,Tuesday,0,NA,652,13.42,2,8,4,32,21,7302
GWB Lower,3/15/2017,2017,Spring,3,Wednesday,0,NA,2345,11.63,0,0,6,26,20,39178
GWB Lower,3/16/2017,2017,Spring,3,Thursday,0,NA,3133,7.83,0,0,5,39,24,62602
GWB Lower,3/17/2017,2017,Spring,3,Friday,0,NA,3064,6.49,0,0,4,47,29,60362
GWB Lower,3/18/2017,2017,Spring,3,Saturday,0,NA,3324,8.72,0,0,3,39,34,45458
GWB Lower,3/19/2017,2017,Spring,3,Sunday,0,NA,3320,8.28,0,0,3,47,34,53698
GWB Lower,3/20/2017,2017,Spring,3,Monday,0,NA,2938,5.14,0,0,0,52,33,60259
GWB Lower,3/21/2017,2017,Spring,3,Tuesday,0,NA,2501,4.03,0,0,0,59,42,54703
GWB Lower,3/22/2017,2017,Spring,3,Wednesday,0,NA,1821,11.41,0,0,0,50,24,53183
GWB Lower,3/23/2017,2017,Spring,3,Thursday,0,NA,2026,4.92,0,0,0,42,23,59093
GWB Lower,3/24/2017,2017,Spring,3,Friday,0,NA,2291,6.26,0,0,0,57,36,59517
GWB Lower,3/25/2017,2017,Spring,3,Saturday,0,NA,2489,6.71,0,0,0,62,42,48826
GWB Lower,3/26/2017,2017,Spring,3,Sunday,0,NA,2466,8.28,0,0,0,42,37,48994
GWB Lower,3/27/2017,2017,Spring,3,Monday,0,NA,3349,4.25,0,0,0,53,37,58407
GWB Lower,3/28/2017,2017,Spring,3,Tuesday,0,NA,3931,5.82,1,0,0,46,41,59581
GWB Lower,3/29/2017,2017,Spring,3,Wednesday,0,NA,3416,7.83,0,0,0,60,42,62671
GWB Lower,3/30/2017,2017,Spring,3,Thursday,0,NA,2641,5.82,0,0,0,52,38,61521
GWB Lower,3/31/2017,2017,Spring,3,Friday,0,NA,2982,10.29,2,0,0,43,37,61209
GWB Lower,4/1/2017,2017,Spring,4,Saturday,0,NA,3666,7.61,0,0,0,48,37,52924
GWB Lower,4/2/2017,2017,Spring,4,Sunday,0,NA,3494,5.37,0,0,0,63,40,57595
GWB Lower,4/3/2017,2017,Spring,4,Monday,0,NA,2506,4.92,0,0,0,63,48,56308
GWB Lower,4/4/2017,2017,Spring,4,Tuesday,0,NA,2280,6.93,1,0,0,51,45,54381
GWB Lower,4/5/2017,2017,Spring,4,Wednesday,0,NA,2692,3.36,0,0,0,65,45,61454
GWB Lower,4/6/2017,2017,Spring,4,Thursday,0,NA,2551,9.17,1,0,0,53,40,57952
GWB Lower,4/7/2017,2017,Spring,4,Friday,0,NA,2835,10.51,0,0,0,51,40,62602
GWB Lower,4/8/2017,2017,Spring,4,Saturday,0,NA,3350,8.28,0,0,0,57,40,56949
GWB Lower,4/9/2017,2017,Spring,4,Sunday,0,NA,2737,4.92,0,0,0,67,45,52260
GWB Lower,4/10/2017,2017,Spring,4,Monday,0,NA,2962,6.04,0,0,0,74,53,65972
GWB Lower,4/11/2017,2017,Spring,4,Tuesday,0,NA,2824,5.59,0,0,0,80,61,61596
GWB Lower,4/12/2017,2017,Spring,4,Wednesday,0,NA,2934,2.91,0,0,0,76,58,61682
GWB Lower,4/13/2017,2017,Spring,4,Thursday,0,NA,4084,5.14,0,0,0,65,48,67783
GWB Lower,4/14/2017,2017,Spring,4,Friday,0,NA,3237,3.8,0,0,0,66,48,60408
GWB Lower,4/15/2017,2017,Spring,4,Saturday,0,NA,3400,5.59,0,0,0,65,51,54425
GWB Lower,4/16/2017,2017,Spring,4,Sunday,0,NA,3898,7.38,0,0,0,87,59,64947
GWB Lower,4/17/2017,2017,Spring,4,Monday,0,NA,3373,6.71,0,0,0,74,58,57892
GWB Lower,4/18/2017,2017,Spring,4,Tuesday,0,NA,2809,6.93,0,0,0,65,47,56842
GWB Lower,4/19/2017,2017,Spring,4,Wednesday,0,NA,2954,5.59,0,0,0,54,45,60071
GWB Lower,4/20/2017,2017,Spring,4,Thursday,0,NA,3028,4.03,0,0,0,66,50,64884
GWB Lower,4/21/2017,2017,Spring,4,Friday,0,NA,2633,7.38,0,0,0,53,48,63546
GWB Lower,4/22/2017,2017,Spring,4,Saturday,0,NA,2499,3.58,0,0,0,57,49,49249
GWB Lower,4/23/2017,2017,Spring,4,Sunday,0,NA,4172,4.92,0,0,0,66,46,61703
GWB Lower,4/24/2017,2017,Spring,4,Monday,0,NA,3026,3.58,0,0,0,60,48,55524
GWB Lower,4/25/2017,2017,Spring,4,Tuesday,0,NA,2408,13.2,1,0,0,54,49,53313
GWB Lower,4/26/2017,2017,Spring,4,Wednesday,0,NA,2647,4.92,0,0,0,60,53,58936
GWB Lower,4/27/2017,2017,Spring,4,Thursday,0,NA,2946,2.91,0,0,0,70,57,61782
GWB Lower,4/28/2017,2017,Spring,4,Friday,0,NA,3384,3.13,0,0,0,85,58,61146
GWB Lower,4/29/2017,2017,Spring,4,Saturday,0,NA,3140,5.14,0,0,0,85,64,53848
GWB Lower,4/30/2017,2017,Spring,4,Sunday,0,NA,2831,6.71,0,0,0,67,52,54152
GWB Lower,5/1/2017,2017,Spring,5,Monday,0,NA,3137,5.14,0,0,0,74,49,55360
GWB Lower,5/2/2017,2017,Spring,5,Tuesday,0,NA,3077,7.83,0,0,0,75,62,58912
GWB Lower,5/3/2017,2017,Spring,5,Wednesday,0,NA,2817,8.28,0,0,0,65,51,58737
GWB Lower,5/4/2017,2017,Spring,5,Thursday,0,NA,2692,5.37,0,0,0,64,47,61183
GWB Lower,5/5/2017,2017,Spring,5,Friday,0,NA,3251,6.49,3,0,0,59,51,61361
GWB Lower,5/6/2017,2017,Spring,5,Saturday,0,NA,3420,6.04,0,0,0,67,52,55540
GWB Lower,5/7/2017,2017,Spring,5,Sunday,0,NA,3179,5.59,0,0,0,56,47,55764
GWB Lower,5/8/2017,2017,Spring,5,Monday,0,NA,3033,5.82,0,0,0,57,44,57454
GWB Lower,5/9/2017,2017,Spring,5,Tuesday,0,NA,2467,4.47,0,0,0,63,47,58020
GWB Lower,5/10/2017,2017,Spring,5,Wednesday,0,NA,2514,3.36,0,0,0,63,49,57314
GWB Lower,5/11/2017,2017,Spring,5,Thursday,0,NA,2874,3.58,0,0,0,62,51,66712
GWB Lower,5/12/2017,2017,Spring,5,Friday,0,NA,3249,4.03,0,0,0,65,48,69304
GWB Lower,5/13/2017,2017,Spring,5,Saturday,0,NA,3527,7.61,2,0,0,53,45,53495
GWB Lower,5/14/2017,2017,Spring,5,Sunday,0,NA,3389,5.37,0,0,0,67,46,63628
GWB Lower,5/15/2017,2017,Spring,5,Monday,0,NA,3051,8.95,0,0,0,68,53,61582
GWB Lower,5/16/2017,2017,Spring,5,Tuesday,0,NA,2377,4.25,0,0,0,79,56,56367
GWB Lower,5/17/2017,2017,Spring,5,Wednesday,0,NA,2683,5.59,0,0,0,90,65,64216
GWB Lower,5/18/2017,2017,Spring,5,Thursday,0,NA,2771,5.59,0,0,0,92,75,66256
GWB Lower,5/19/2017,2017,Spring,5,Friday,0,NA,2613,6.26,0,0,0,91,66,65256
GWB Lower,5/20/2017,2017,Spring,5,Saturday,0,NA,2856,4.03,0,0,0,65,55,63023
GWB Lower,5/21/2017,2017,Spring,5,Sunday,0,NA,2624,4.03,0,0,0,69,52,54495
GWB Lower,5/22/2017,2017,Spring,5,Monday,0,NA,3418,2.68,1,0,0,61,53,60378
GWB Lower,5/23/2017,2017,Spring,5,Tuesday,0,NA,2656,2.24,0,0,0,69,56,59034
GWB Lower,5/24/2017,2017,Spring,5,Wednesday,0,NA,2929,4.92,0,0,0,69,56,63342
GWB Lower,5/25/2017,2017,Spring,5,Thursday,0,NA,3138,8.05,1,0,0,59,56,66252
GWB Lower,5/26/2017,2017,Spring,5,Friday,0,NA,3806,4.92,0,0,0,73,56,67041
GWB Lower,5/27/2017,2017,Spring,5,Saturday,0,NA,3454,3.13,0,0,0,71,59,55328
GWB Lower,5/28/2017,2017,Spring,5,Sunday,0,NA,3457,4.47,0,0,0,71,58,57876
GWB Lower,5/29/2017,2017,Spring,5,Monday,1,Memorial Day,3064,5.14,0,0,0,61,56,51437
GWB Lower,5/30/2017,2017,Spring,5,Tuesday,0,NA,3027,2.68,0,0,0,60,55,61497
GWB Lower,5/31/2017,2017,Spring,5,Wednesday,0,NA,3023,2.46,0,0,0,75,58,60904
GWB Lower,6/1/2017,2017,Summer,6,Thursday,0,NA,3248,3.8,0,0,0,79,59,64212
GWB Lower,6/2/2017,2017,Summer,6,Friday,0,NA,2769,4.47,0,0,0,76,57,60547
GWB Lower,6/3/2017,2017,Summer,6,Saturday,0,NA,2170,3.58,0,0,0,73,55,47532
GWB Lower,6/4/2017,2017,Summer,6,Sunday,0,NA,1890,2.24,0,0,0,70,56,40372
GWB Lower,6/5/2017,2017,Summer,6,Monday,0,NA,2661,4.92,0,0,0,67,58,58591
GWB Lower,6/6/2017,2017,Summer,6,Tuesday,0,NA,2584,7.16,0,0,0,58,52,61624
GWB Lower,6/7/2017,2017,Summer,6,Wednesday,0,NA,2471,3.36,0,0,0,67,51,59307
GWB Lower,6/8/2017,2017,Summer,6,Thursday,0,NA,2916,3.8,0,0,0,69,55,64972
GWB Lower,6/9/2017,2017,Summer,6,Friday,0,NA,2932,4.7,0,0,0,80,53,62982
GWB Lower,6/10/2017,2017,Summer,6,Saturday,0,NA,1737,3.58,0,0,0,85,66,42311
GWB Lower,6/11/2017,2017,Summer,6,Sunday,0,NA,2437,5.14,0,0,0,90,72,51749
GWB Lower,6/12/2017,2017,Summer,6,Monday,0,NA,4428,3.8,0,0,0,93,76,63737
GWB Lower,6/13/2017,2017,Summer,6,Tuesday,0,NA,2928,3.13,0,0,0,94,77,62813
GWB Lower,6/14/2017,2017,Summer,6,Wednesday,0,NA,3022,4.7,0,0,0,84,69,63996
GWB Lower,6/15/2017,2017,Summer,6,Thursday,0,NA,3582,4.25,0,0,0,76,64,66004
GWB Lower,6/16/2017,2017,Summer,6,Friday,0,NA,3178,5.14,0,0,0,68,63,64105
GWB Lower,6/17/2017,2017,Summer,6,Saturday,0,NA,3346,2.24,1,0,0,74,66,58401
GWB Lower,6/18/2017,2017,Summer,6,Sunday,0,NA,3512,3.58,0,0,0,85,70,62821
GWB Lower,6/19/2017,2017,Summer,6,Monday,0,NA,2959,3.8,1,0,0,88,70,61680
GWB Lower,6/20/2017,2017,Summer,6,Tuesday,0,NA,2758,5.14,0,0,0,83,71,61714
GWB Lower,6/21/2017,2017,Summer,6,Wednesday,0,NA,3101,4.7,0,0,0,83,71,66409
GWB Lower,6/22/2017,2017,Summer,6,Thursday,0,NA,3543,2.24,0,0,0,83,68,68626
GWB Lower,6/23/2017,2017,Summer,6,Friday,0,NA,4099,4.92,0,0,0,83,76,69344
GWB Lower,6/24/2017,2017,Summer,6,Saturday,0,NA,4357,5.37,1,0,0,84,71,64789
GWB Lower,6/25/2017,2017,Summer,6,Sunday,0,NA,4286,2.46,0,0,0,83,68,67390
GWB Lower,6/26/2017,2017,Summer,6,Monday,0,NA,3760,3.13,0,0,0,79,64,66797
GWB Lower,6/27/2017,2017,Summer,6,Tuesday,0,NA,3255,3.58,0,0,0,77,60,65486
GWB Lower,6/28/2017,2017,Summer,6,Wednesday,0,NA,3470,4.92,0,0,0,78,61,71927
GWB Lower,6/29/2017,2017,Summer,6,Thursday,0,NA,3876,5.37,0,0,0,82,68,71789
GWB Lower,6/30/2017,2017,Summer,6,Friday,0,NA,4359,5.82,0,0,0,88,73,69997
GWB Lower,7/1/2017,2017,Summer,7,Saturday,0,NA,4267,4.03,0,0,0,85,71,59635
GWB Lower,7/2/2017,2017,Summer,7,Sunday,0,NA,4296,4.92,0,0,0,87,72,60024
GWB Lower,7/3/2017,2017,Summer,7,Monday,0,NA,4174,1.79,0,0,0,88,71,59439
GWB Lower,7/4/2017,2017,Summer,7,Tuesday,1,Independence Day,3435,2.68,0,0,0,85,70,48012
GWB Lower,7/5/2017,2017,Summer,7,Wednesday,0,NA,4280,4.92,0,0,0,85,70,65113
GWB Lower,7/6/2017,2017,Summer,7,Thursday,0,NA,3661,3.58,0,0,0,77,71,59258
GWB Lower,7/7/2017,2017,Summer,7,Friday,0,NA,4092,5.37,2,0,0,80,68,63250
GWB Lower,7/8/2017,2017,Summer,7,Saturday,0,NA,4142,3.36,0,0,0,84,69,60110
GWB Lower,7/9/2017,2017,Summer,7,Sunday,0,NA,3988,3.58,0,0,0,81,67,63556
GWB Lower,7/10/2017,2017,Summer,7,Monday,0,NA,3580,3.36,0,0,0,84,68,61712
GWB Lower,7/11/2017,2017,Summer,7,Tuesday,0,NA,3076,3.13,0,0,0,85,75,59104
GWB Lower,7/12/2017,2017,Summer,7,Wednesday,0,NA,2884,5.14,0,0,0,88,77,58304
GWB Lower,7/13/2017,2017,Summer,7,Thursday,0,NA,3575,4.92,0,0,0,90,73,63361
GWB Lower,7/14/2017,2017,Summer,7,Friday,0,NA,3109,4.7,0,0,0,73,65,62402
GWB Lower,7/15/2017,2017,Summer,7,Saturday,0,NA,2995,3.36,0,0,0,84,68,55589
GWB Lower,7/16/2017,2017,Summer,7,Sunday,0,NA,4610,2.68,0,0,0,87,68,65598
GWB Lower,7/17/2017,2017,Summer,7,Monday,0,NA,4130,2.68,0,0,0,85,73,66838
GWB Lower,7/18/2017,2017,Summer,7,Tuesday,0,NA,2917,2.91,0,0,0,88,73,60559
GWB Lower,7/19/2017,2017,Summer,7,Wednesday,0,NA,3160,3.13,0,0,0,92,77,60894
GWB Lower,7/20/2017,2017,Summer,7,Thursday,0,NA,3266,2.91,0,0,0,94,77,67365
GWB Lower,7/21/2017,2017,Summer,7,Friday,0,NA,3633,3.8,0,0,0,92,76,69788
GWB Lower,7/22/2017,2017,Summer,7,Saturday,0,NA,3064,2.46,1,0,0,92,71,63117
GWB Lower,7/23/2017,2017,Summer,7,Sunday,0,NA,2996,2.68,0,0,0,79,71,61561
GWB Lower,7/24/2017,2017,Summer,7,Monday,0,NA,3436,6.71,1,0,0,73,63,59396
GWB Lower,7/25/2017,2017,Summer,7,Tuesday,0,NA,2828,5.14,0,0,0,71,62,57356
GWB Lower,7/26/2017,2017,Summer,7,Wednesday,0,NA,2837,3.8,0,0,0,77,65,61021
GWB Lower,7/27/2017,2017,Summer,7,Thursday,0,NA,2749,2.46,0,0,0,78,65,59405
GWB Lower,7/28/2017,2017,Summer,7,Friday,0,NA,3413,2.91,0,0,0,85,71,64435
GWB Lower,7/29/2017,2017,Summer,7,Saturday,0,NA,3312,9.4,0,0,0,77,67,56871
GWB Lower,7/30/2017,2017,Summer,7,Sunday,0,NA,4591,4.25,0,0,0,82,64,65368
GWB Lower,7/31/2017,2017,Summer,7,Monday,0,NA,3492,2.01,0,0,0,88,66,60585
GWB Lower,8/1/2017,2017,Summer,8,Tuesday,0,NA,2708,2.68,0,0,0,92,71,57225
GWB Lower,8/2/2017,2017,Summer,8,Wednesday,0,NA,2881,1.57,0,0,0,86,69,63349
GWB Lower,8/3/2017,2017,Summer,8,Thursday,0,NA,3272,1.79,0,0,0,87,68,65527
GWB Lower,8/4/2017,2017,Summer,8,Friday,0,NA,3325,4.25,0,0,0,84,69,63774
GWB Lower,8/5/2017,2017,Summer,8,Saturday,0,NA,2855,4.47,0,0,0,78,69,56102
GWB Lower,8/6/2017,2017,Summer,8,Sunday,0,NA,3408,3.8,0,0,0,76,64,64677
GWB Lower,8/7/2017,2017,Summer,8,Monday,0,NA,3761,2.46,1,0,0,71,64,63921
GWB Lower,8/8/2017,2017,Summer,8,Tuesday,0,NA,2933,2.91,0,0,0,78,65,57845
GWB Lower,8/9/2017,2017,Summer,8,Wednesday,0,NA,3960,1.34,0,0,0,85,64,65924
GWB Lower,8/10/2017,2017,Summer,8,Thursday,0,NA,3893,2.24,0,0,0,83,68,66751
GWB Lower,8/11/2017,2017,Summer,8,Friday,0,NA,4208,2.68,0,0,0,82,69,66984
GWB Lower,8/12/2017,2017,Summer,8,Saturday,0,NA,3261,3.36,0,0,0,77,64,55708
GWB Lower,8/13/2017,2017,Summer,8,Sunday,0,NA,4750,3.8,0,0,0,83,71,63153
GWB Lower,8/14/2017,2017,Summer,8,Monday,0,NA,3873,2.24,0,0,0,80,70,61730
GWB Lower,8/15/2017,2017,Summer,8,Tuesday,0,NA,2691,1.12,0,0,0,74,68,55022
GWB Lower,8/16/2017,2017,Summer,8,Wednesday,0,NA,3207,2.24,0,0,0,87,70,62521
GWB Lower,8/17/2017,2017,Summer,8,Thursday,0,NA,3258,3.13,0,0,0,83,69,63924
GWB Lower,8/18/2017,2017,Summer,8,Friday,0,NA,3473,3.36,1,0,0,82,73,66136
GWB Lower,8/19/2017,2017,Summer,8,Saturday,0,NA,3459,2.91,0,0,0,86,73,56205
GWB Lower,8/20/2017,2017,Summer,8,Sunday,0,NA,4857,4.47,0,0,0,81,69,68272
GWB Lower,8/21/2017,2017,Summer,8,Monday,0,NA,3867,3.36,0,0,0,87,71,61783
GWB Lower,8/22/2017,2017,Summer,8,Tuesday,0,NA,2823,5.14,0,0,0,89,72,56887
GWB Lower,8/23/2017,2017,Summer,8,Wednesday,0,NA,3045,4.03,0,0,0,81,70,61656
GWB Lower,8/24/2017,2017,Summer,8,Thursday,0,NA,3015,3.13,0,0,0,80,65,61544
GWB Lower,8/25/2017,2017,Summer,8,Friday,0,NA,3660,2.46,0,0,0,78,63,66216
GWB Lower,8/26/2017,2017,Summer,8,Saturday,0,NA,3415,3.8,0,0,0,78,62,58994
GWB Lower,8/27/2017,2017,Summer,8,Sunday,0,NA,5111,4.47,0,0,0,78,63,70675
GWB Lower,8/28/2017,2017,Summer,8,Monday,0,NA,3697,6.26,0,0,0,76,63,65196
GWB Lower,8/29/2017,2017,Summer,8,Tuesday,0,NA,2660,8.05,0,0,0,68,61,58916
GWB Lower,8/30/2017,2017,Summer,8,Wednesday,0,NA,2730,5.14,0,0,0,78,60,58467
GWB Lower,8/31/2017,2017,Summer,8,Thursday,0,NA,3001,3.8,0,0,0,81,64,60982
GWB Lower,9/1/2017,2017,Autumn,9,Friday,0,NA,3550,4.92,0,0,0,71,55,64231
GWB Lower,9/2/2017,2017,Autumn,9,Saturday,0,NA,4230,5.59,1,0,0,68,54,57966
GWB Lower,9/3/2017,2017,Autumn,9,Sunday,0,NA,3826,5.59,1,0,0,69,59,54927
GWB Lower,9/4/2017,2017,Autumn,9,Monday,1,Labor Day,4067,4.7,0,0,0,80,61,60117
GWB Lower,9/5/2017,2017,Autumn,9,Tuesday,0,NA,3591,3.13,0,0,0,85,69,59536
GWB Lower,9/6/2017,2017,Autumn,9,Wednesday,0,NA,2563,3.8,0,0,0,72,61,54424
